        eigs         occs          dos      l_degen     k_int_wt 
 1.02428e+02  3.38663e-09  1.88207e-02  6.00000e+00  1.27261e+00
 1.03023e+02  2.88054e-09  1.61988e-02  1.40000e+01  1.50446e+00
 1.03085e+02  2.83227e-09  1.11657e-02  1.80000e+01  1.87584e+00
 1.03701e+02  2.39537e-09  1.91500e-02  6.00000e+00  1.27261e+00
 1.04527e+02  1.91285e-09  1.59203e-02  1.40000e+01  1.50446e+00
 1.04961e+02  1.70002e-09  1.15595e-02  1.80000e+01  1.87584e+00
 1.04973e+02  1.69425e-09  1.94379e-02  6.00000e+00  1.27261e+00
 1.06032e+02  1.27024e-09  1.56050e-02  1.40000e+01  1.50446e+00
 1.06246e+02  1.19835e-09  1.96865e-02  6.00000e+00  1.27261e+00
 1.06837e+02  1.02040e-09  1.19136e-02  1.80000e+01  1.87584e+00
 1.07519e+02  8.47596e-10  1.98970e-02  6.00000e+00  1.27261e+00
 1.07536e+02  8.43515e-10  1.52507e-02  1.40000e+01  1.50446e+00
 1.08713e+02  6.12476e-10  1.22314e-02  1.80000e+01  1.87584e+00
 1.08791e+02  5.99507e-10  2.00708e-02  6.00000e+00  1.27261e+00
 1.09041e+02  5.60143e-10  1.48545e-02  1.40000e+01  1.50446e+00
 1.10064e+02  4.24033e-10  2.02088e-02  6.00000e+00  1.27261e+00
 1.10545e+02  3.71967e-10  1.44130e-02  1.40000e+01  1.50446e+00
 1.10588e+02  3.67627e-10  1.25156e-02  1.80000e+01  1.87584e+00
 1.11336e+02  2.99920e-10  2.03116e-02  6.00000e+00  1.27261e+00
 1.12050e+02  2.47008e-10  1.39219e-02  1.40000e+01  1.50446e+00
 1.12464e+02  2.20661e-10  1.27684e-02  1.80000e+01  1.87584e+00
 1.12609e+02  2.12134e-10  2.03799e-02  6.00000e+00  1.27261e+00
 1.13554e+02  1.64028e-10  1.33757e-02  1.40000e+01  1.50446e+00
 1.13882e+02  1.50043e-10  2.04139e-02  6.00000e+00  1.27261e+00
 1.14340e+02  1.32447e-10  1.29918e-02  1.80000e+01  1.87584e+00
 1.15059e+02  1.08924e-10  1.27674e-02  1.40000e+01  1.50446e+00
 1.15154e+02  1.06126e-10  2.04139e-02  6.00000e+00  1.27261e+00
 1.16216e+02  7.94989e-11  1.31872e-02  1.80000e+01  1.87584e+00
 1.16427e+02  7.50632e-11  2.03799e-02  6.00000e+00  1.27261e+00
 1.16563e+02  7.23317e-11  1.20876e-02  1.40000e+01  1.50446e+00
 1.17700e+02  5.30924e-11  2.03116e-02  6.00000e+00  1.27261e+00
 1.18068e+02  4.80325e-11  1.13234e-02  1.40000e+01  1.50446e+00
 1.18092e+02  4.77176e-11  1.33558e-02  1.80000e+01  1.87584e+00
 1.18972e+02  3.75524e-11  2.02088e-02  6.00000e+00  1.27261e+00
 1.19572e+02  3.18963e-11  1.04563e-02  1.40000e+01  1.50446e+00
 1.19968e+02  2.86416e-11  1.34986e-02  1.80000e+01  1.87584e+00
 1.20245e+02  2.65609e-11  2.00708e-02  6.00000e+00  1.27261e+00
 1.21077e+02  2.11810e-11  9.45807e-03  1.40000e+01  1.50446e+00
 1.21240e+02  2.02570e-11  0.00000e+00  2.20000e+01  1.12712e+00
 1.21517e+02  1.87866e-11  1.98970e-02  6.00000e+00  1.27261e+00
 1.21843e+02  1.71915e-11  1.36165e-02  1.80000e+01  1.87584e+00
 1.22581e+02  1.40654e-11  8.28144e-03  1.40000e+01  1.50446e+00
 1.22790e+02  1.32878e-11  1.96865e-02  6.00000e+00  1.27261e+00
 1.23495e+02  1.09692e-11  3.25963e-03  2.20000e+01  2.25424e+00
 1.23719e+02  1.03189e-11  1.37101e-02  1.80000e+01  1.87584e+00
 1.24063e+02  9.39853e-12  1.94379e-02  6.00000e+00  1.27261e+00
 1.24085e+02  9.34026e-12  6.83487e-03  1.40000e+01  1.50446e+00
 1.25335e+02  6.64760e-12  1.91500e-02  6.00000e+00  1.27261e+00
 1.25590e+02  6.20248e-12  4.88412e-03  1.40000e+01  1.50446e+00
 1.25595e+02  6.19371e-12  1.37799e-02  1.80000e+01  1.87584e+00
 1.25749e+02  5.93981e-12  4.56154e-03  2.20000e+01  2.25424e+00
 1.26608e+02  4.70187e-12  1.88207e-02  6.00000e+00  1.27261e+00
 1.27094e+02  4.11880e-12  0.00000e+00  1.40000e+01  7.52232e-01
 1.27471e+02  3.71765e-12  1.38262e-02  1.80000e+01  1.87584e+00
 1.27880e+02  3.32565e-12  1.84480e-02  6.00000e+00  1.27261e+00
 1.28003e+02  3.21641e-12  5.52697e-03  2.20000e+01  2.25424e+00
 1.29153e+02  2.35224e-12  1.80291e-02  6.00000e+00  1.27261e+00
 1.29347e+02  2.23145e-12  1.38493e-02  1.80000e+01  1.87584e+00
 1.30257e+02  1.74169e-12  6.31224e-03  2.20000e+01  2.25424e+00
 1.30426e+02  1.66375e-12  1.75607e-02  6.00000e+00  1.27261e+00
 1.31104e+02  1.38330e-12  0.00000e+00  2.00000e+00  7.75108e-01
 1.31223e+02  1.33938e-12  1.38493e-02  1.80000e+01  1.87584e+00
 1.31698e+02  1.17677e-12  1.70388e-02  6.00000e+00  1.27261e+00
 1.32512e+02  1.00000e-12  6.97845e-03  2.20000e+01  2.25424e+00
 1.32654e+02  1.00000e-12  4.73998e-03  2.00000e+00  1.55022e+00
 1.32971e+02  1.00000e-12  1.64582e-02  6.00000e+00  1.27261e+00
 1.33098e+02  1.00000e-12  1.38262e-02  1.80000e+01  1.87584e+00
 1.34205e+02  1.00000e-12  6.63315e-03  2.00000e+00  1.55022e+00
 1.34244e+02  1.00000e-12  1.58126e-02  6.00000e+00  1.27261e+00
 1.34766e+02  1.00000e-12  7.55714e-03  2.20000e+01  2.25424e+00
 1.34836e+02  1.00000e-12  0.00000e+00  1.00000e+01  7.83343e-01
 1.34974e+02  1.00000e-12  1.37799e-02  1.80000e+01  1.87584e+00
 1.35516e+02  1.00000e-12  1.50934e-02  6.00000e+00  1.27261e+00
 1.35755e+02  1.00000e-12  8.03702e-03  2.00000e+00  1.55022e+00
 1.36402e+02  1.00000e-12  4.69015e-03  1.00000e+01  1.56669e+00
 1.36789e+02  1.00000e-12  1.42897e-02  6.00000e+00  1.27261e+00
 1.36850e+02  1.00000e-12  1.37101e-02  1.80000e+01  1.87584e+00
 1.37020e+02  1.00000e-12  8.06717e-03  2.20000e+01  2.25424e+00
 1.37305e+02  1.00000e-12  9.17893e-03  2.00000e+00  1.55022e+00
 1.37969e+02  1.00000e-12  6.56342e-03  1.00000e+01  1.56669e+00
 1.38061e+02  1.00000e-12  1.33863e-02  6.00000e+00  1.27261e+00
