      energy       fd occ          dos 
-5.41370e+00  9.83825e-01  0.00000e+00
-5.36235e+00  9.83601e-01  2.86197e-01
-5.31100e+00  9.83374e-01  4.00505e-01
-5.25966e+00  9.83144e-01  4.85271e-01
-5.20831e+00  9.82911e-01  5.54218e-01
-5.15696e+00  9.82675e-01  6.12711e-01
-5.10561e+00  9.82436e-01  6.63520e-01
-5.05426e+00  9.82193e-01  7.08301e-01
-5.00291e+00  9.81947e-01  7.48137e-01
-4.95156e+00  9.81697e-01  7.83783e-01
-4.90021e+00  9.81445e-01  8.15787e-01
-4.84886e+00  9.81188e-01  8.44564e-01
-4.79751e+00  9.80929e-01  8.70434e-01
-4.74616e+00  9.80666e-01  8.93650e-01
-4.69481e+00  9.80399e-01  9.14413e-01
-4.64347e+00  9.80129e-01  9.32888e-01
-4.59212e+00  9.79855e-01  9.49208e-01
-4.54077e+00  9.79577e-01  9.63482e-01
-4.48942e+00  9.79296e-01  9.75801e-01
-4.43807e+00  9.79010e-01  9.86238e-01
-4.38672e+00  9.78721e-01  9.94852e-01
-4.33537e+00  9.78428e-01  1.00169e+00
-4.28402e+00  9.78131e-01  1.00679e+00
-4.23267e+00  9.77831e-01  1.01017e+00
-4.18132e+00  9.77526e-01  1.01186e+00
-4.12997e+00  9.77217e-01  1.01186e+00
-4.07862e+00  9.76903e-01  1.01017e+00
-4.02728e+00  9.76586e-01  1.00679e+00
-3.97593e+00  9.76264e-01  1.00169e+00
-3.92458e+00  9.75938e-01  9.94852e-01
-3.87323e+00  9.75608e-01  9.86238e-01
-3.82188e+00  9.75273e-01  9.75801e-01
-3.77053e+00  9.74934e-01  9.63482e-01
-3.71918e+00  9.74590e-01  9.49208e-01
-3.66783e+00  9.74242e-01  9.32888e-01
-3.61648e+00  9.73889e-01  9.14413e-01
-3.56513e+00  9.73531e-01  8.93650e-01
-3.51378e+00  9.73169e-01  8.70434e-01
-3.46243e+00  9.72802e-01  8.44564e-01
-3.41108e+00  9.72430e-01  8.15787e-01
-3.35974e+00  9.72052e-01  7.83783e-01
-3.30839e+00  9.71670e-01  7.48137e-01
-3.25704e+00  9.71283e-01  7.08301e-01
-3.20569e+00  9.70891e-01  6.63520e-01
-3.15434e+00  9.70493e-01  6.12711e-01
-3.10299e+00  9.70091e-01  5.54218e-01
-3.05164e+00  9.69683e-01  4.85271e-01
-3.00029e+00  9.69269e-01  4.00505e-01
-2.94894e+00  9.68850e-01  2.86197e-01
-2.89759e+00  9.68426e-01  0.00000e+00
 3.27888e+00  8.51020e-01  0.00000e+00
 3.55798e+00  8.41132e-01  1.57961e-01
 3.83709e+00  8.30718e-01  2.21051e-01
 4.11620e+00  8.19768e-01  2.67835e-01
 4.39530e+00  8.08273e-01  3.05890e-01
 4.67441e+00  7.96227e-01  3.38174e-01
 4.95352e+00  7.83627e-01  3.66217e-01
