     r (a_0)         v_en         v_ha         v_xc
 1.51962e-04 -2.63223e+04  5.52424e+00 -2.47869e+00
 1.53271e-04 -2.60975e+04  5.52424e+00 -2.47926e+00
 1.54592e-04 -2.58746e+04  5.52424e+00 -2.47982e+00
 1.55923e-04 -2.56536e+04  5.52424e+00 -2.48037e+00
 1.57267e-04 -2.54345e+04  5.52424e+00 -2.48092e+00
 1.58621e-04 -2.52173e+04  5.52424e+00 -2.48146e+00
 1.59988e-04 -2.50019e+04  5.52424e+00 -2.48200e+00
 1.61366e-04 -2.47883e+04  5.52424e+00 -2.48254e+00
 1.62756e-04 -2.45766e+04  5.52424e+00 -2.48306e+00
 1.64158e-04 -2.43667e+04  5.52424e+00 -2.48359e+00
 1.65573e-04 -2.41586e+04  5.52424e+00 -2.48411e+00
 1.66999e-04 -2.39522e+04  5.52424e+00 -2.48462e+00
 1.68438e-04 -2.37477e+04  5.52424e+00 -2.48514e+00
 1.69889e-04 -2.35448e+04  5.52424e+00 -2.48564e+00
 1.71352e-04 -2.33437e+04  5.52424e+00 -2.48614e+00
 1.72828e-04 -2.31443e+04  5.52424e+00 -2.48664e+00
 1.74317e-04 -2.29467e+04  5.52424e+00 -2.48713e+00
 1.75819e-04 -2.27507e+04  5.52424e+00 -2.48762e+00
 1.77334e-04 -2.25563e+04  5.52424e+00 -2.48811e+00
 1.78861e-04 -2.23637e+04  5.52424e+00 -2.48858e+00
 1.80402e-04 -2.21727e+04  5.52424e+00 -2.48906e+00
 1.81956e-04 -2.19833e+04  5.52424e+00 -2.48953e+00
