        eigs         occs          dos      l_degen     k_int_wt 
 8.38838e+01  5.32077e-12  1.00000e+00  3.00000e+01  1.00000e+00
 8.46961e+01  4.26561e-12  1.00000e+00  2.20000e+01  1.00000e+00
 8.48227e+01  4.12115e-12  1.00000e+00  1.40000e+01  1.00000e+00
 8.53723e+01  3.54876e-12  1.00000e+00  7.00000e+01  1.00000e+00
 8.61243e+01  2.89199e-12  1.00000e+00  5.00000e+01  1.00000e+00
 8.82667e+01  1.61441e-12  1.00000e+00  4.20000e+01  1.00000e+00
 8.86579e+01  1.45138e-12  1.00000e+00  2.00000e+00  1.00000e+00
 8.88474e+01  1.37847e-12  1.00000e+00  6.20000e+01  1.00000e+00
 8.98955e+01  1.03641e-12  1.00000e+00  3.40000e+01  1.00000e+00
 9.06296e+01  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 9.09912e+01  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 9.11390e+01  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 9.14815e+01  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 9.17606e+01  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 9.41476e+01  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 9.43624e+01  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 9.60119e+01  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 9.60248e+01  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 9.72684e+01  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 9.73859e+01  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 9.75240e+01  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 9.81887e+01  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 9.83083e+01  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.00004e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.00155e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.02276e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.02623e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.03415e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.03891e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.04977e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.05112e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.05459e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.05772e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.06289e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.08652e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 1.09434e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.10514e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.11667e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 1.11729e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.11865e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.12552e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 1.12659e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.12773e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.15155e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.15581e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.17259e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.17569e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.18863e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.18943e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.19940e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.20063e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.20416e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.21786e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.21855e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.24129e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
