     r (a_0)         v_en         v_ha         v_xc
 8.85198e-05 -4.51876e+04  4.16102e+00 -2.14872e+00
 8.92824e-05 -4.48017e+04  4.16102e+00 -2.14959e+00
 9.00515e-05 -4.44190e+04  4.16102e+00 -2.15045e+00
 9.08273e-05 -4.40396e+04  4.16102e+00 -2.15131e+00
 9.16097e-05 -4.36635e+04  4.16102e+00 -2.15216e+00
 9.23989e-05 -4.32905e+04  4.16102e+00 -2.15300e+00
 9.31949e-05 -4.29208e+04  4.16102e+00 -2.15383e+00
 9.39978e-05 -4.25542e+04  4.16102e+00 -2.15465e+00
 9.48075e-05 -4.21907e+04  4.16102e+00 -2.15547e+00
 9.56243e-05 -4.18304e+04  4.16102e+00 -2.15628e+00
 9.64481e-05 -4.14731e+04  4.16102e+00 -2.15709e+00
 9.72789e-05 -4.11189e+04  4.16102e+00 -2.15788e+00
 9.81170e-05 -4.07677e+04  4.16102e+00 -2.15867e+00
 9.89622e-05 -4.04195e+04  4.16102e+00 -2.15945e+00
 9.98148e-05 -4.00742e+04  4.16102e+00 -2.16023e+00
 1.00675e-04 -3.97319e+04  4.16102e+00 -2.16100e+00
 1.01542e-04 -3.93926e+04  4.16102e+00 -2.16176e+00
 1.02417e-04 -3.90561e+04  4.16102e+00 -2.16252e+00
 1.03299e-04 -3.87225e+04  4.16102e+00 -2.16326e+00
 1.04189e-04 -3.83918e+04  4.16102e+00 -2.16401e+00
 1.05086e-04 -3.80639e+04  4.16102e+00 -2.16474e+00
 1.05992e-04 -3.77388e+04  4.16102e+00 -2.16547e+00
 1.06905e-04 -3.74165e+04  4.16102e+00 -2.16619e+00
 1.07826e-04 -3.70969e+04  4.16102e+00 -2.16691e+00
 1.08755e-04 -3.67800e+04  4.16102e+00 -2.16762e+00
 1.09692e-04 -3.64659e+04  4.16102e+00 -2.16832e+00
 1.10637e-04 -3.61544e+04  4.16102e+00 -2.16902e+00
 1.11590e-04 -3.58456e+04  4.16102e+00 -2.16971e+00
 1.12551e-04 -3.55395e+04  4.16102e+00 -2.17039e+00
 1.13521e-04 -3.52359e+04  4.16102e+00 -2.17107e+00
 1.14499e-04 -3.49349e+04  4.16102e+00 -2.17175e+00
 1.15485e-04 -3.46366e+04  4.16102e+00 -2.17241e+00
 1.16480e-04 -3.43407e+04  4.16102e+00 -2.17307e+00
 1.17483e-04 -3.40474e+04  4.16102e+00 -2.17373e+00
 1.18495e-04 -3.37566e+04  4.16102e+00 -2.17438e+00
 1.19516e-04 -3.34683e+04  4.16102e+00 -2.17502e+00
 1.20546e-04 -3.31824e+04  4.16102e+00 -2.17566e+00
 1.21584e-04 -3.28990e+04  4.16102e+00 -2.17629e+00
 1.22632e-04 -3.26180e+04  4.16102e+00 -2.17692e+00
 1.23688e-04 -3.23394e+04  4.16102e+00 -2.17754e+00
 1.24754e-04 -3.20632e+04  4.16102e+00 -2.17816e+00
 1.25828e-04 -3.17893e+04  4.16102e+00 -2.17877e+00
 1.26912e-04 -3.15178e+04  4.16102e+00 -2.17937e+00
 1.28006e-04 -3.12486e+04  4.16102e+00 -2.17997e+00
 1.29108e-04 -3.09817e+04  4.16102e+00 -2.18056e+00
 1.30221e-04 -3.07171e+04  4.16102e+00 -2.18115e+00
 1.31342e-04 -3.04547e+04  4.16102e+00 -2.18174e+00
 1.32474e-04 -3.01946e+04  4.16102e+00 -2.18232e+00
 1.33615e-04 -2.99367e+04  4.16102e+00 -2.18289e+00
 1.34766e-04 -2.96810e+04  4.16102e+00 -2.18346e+00
 1.35927e-04 -2.94275e+04  4.16102e+00 -2.18402e+00
 1.37098e-04 -2.91762e+04  4.16102e+00 -2.18458e+00
 1.38279e-04 -2.89270e+04  4.16102e+00 -2.18513e+00
 1.39470e-04 -2.86799e+04  4.16102e+00 -2.18568e+00
 1.40672e-04 -2.84349e+04  4.16102e+00 -2.18622e+00
 1.41884e-04 -2.81921e+04  4.16102e+00 -2.18676e+00
 1.43106e-04 -2.79513e+04  4.16102e+00 -2.18730e+00
 1.44339e-04 -2.77125e+04  4.16102e+00 -2.18783e+00
 1.45582e-04 -2.74759e+04  4.16102e+00 -2.18835e+00
 1.46837e-04 -2.72412e+04  4.16102e+00 -2.18887e+00
 1.48102e-04 -2.70085e+04  4.16102e+00 -2.18938e+00
 1.49377e-04 -2.67778e+04  4.16102e+00 -2.18990e+00
 1.50664e-04 -2.65491e+04  4.16102e+00 -2.19040e+00
 1.51962e-04 -2.63223e+04  4.16102e+00 -2.19090e+00
 1.53271e-04 -2.60975e+04  4.16102e+00 -2.19140e+00
 1.54592e-04 -2.58746e+04  4.16102e+00 -2.19189e+00
 1.55923e-04 -2.56536e+04  4.16102e+00 -2.19238e+00
 1.57267e-04 -2.54345e+04  4.16102e+00 -2.19286e+00
 1.58621e-04 -2.52173e+04  4.16102e+00 -2.19334e+00
 1.59988e-04 -2.50019e+04  4.16102e+00 -2.19382e+00
 1.61366e-04 -2.47883e+04  4.16102e+00 -2.19429e+00
 1.62756e-04 -2.45766e+04  4.16102e+00 -2.19476e+00
 1.64158e-04 -2.43667e+04  4.16102e+00 -2.19522e+00
 1.65573e-04 -2.41586e+04  4.16102e+00 -2.19568e+00
 1.66999e-04 -2.39522e+04  4.16102e+00 -2.19613e+00
 1.68438e-04 -2.37477e+04  4.16102e+00 -2.19658e+00
 1.69889e-04 -2.35448e+04  4.16102e+00 -2.19703e+00
 1.71352e-04 -2.33437e+04  4.16102e+00 -2.19747e+00
 1.72828e-04 -2.31443e+04  4.16102e+00 -2.19791e+00
 1.74317e-04 -2.29467e+04  4.16102e+00 -2.19834e+00
 1.75819e-04 -2.27507e+04  4.16102e+00 -2.19877e+00
 1.77334e-04 -2.25563e+04  4.16102e+00 -2.19920e+00
 1.78861e-04 -2.23637e+04  4.16102e+00 -2.19962e+00
 1.80402e-04 -2.21727e+04  4.16102e+00 -2.20004e+00
 1.81956e-04 -2.19833e+04  4.16102e+00 -2.20046e+00
 1.83524e-04 -2.17955e+04  4.16102e+00 -2.20087e+00
