     r (a_0)         v_en         v_ha         v_xc
 2.73320e-05 -1.46349e+05  4.75491e+00 -2.04457e+00
 2.75675e-05 -1.45099e+05  4.75491e+00 -2.04779e+00
 2.78050e-05 -1.43859e+05  4.75491e+00 -2.05099e+00
 2.80445e-05 -1.42630e+05  4.75491e+00 -2.05415e+00
 2.82861e-05 -1.41412e+05  4.75491e+00 -2.05728e+00
 2.85298e-05 -1.40204e+05  4.75491e+00 -2.06039e+00
 2.87755e-05 -1.39007e+05  4.75491e+00 -2.06347e+00
 2.90234e-05 -1.37820e+05  4.75491e+00 -2.06651e+00
 2.92735e-05 -1.36642e+05  4.75491e+00 -2.06953e+00
 2.95257e-05 -1.35475e+05  4.75491e+00 -2.07252e+00
 2.97800e-05 -1.34318e+05  4.75491e+00 -2.07549e+00
 3.00366e-05 -1.33171e+05  4.75491e+00 -2.07842e+00
 3.02953e-05 -1.32034e+05  4.75491e+00 -2.08133e+00
 3.05563e-05 -1.30906e+05  4.75491e+00 -2.08421e+00
 3.08195e-05 -1.29788e+05  4.75491e+00 -2.08707e+00
 3.10850e-05 -1.28679e+05  4.75491e+00 -2.08989e+00
 3.13528e-05 -1.27580e+05  4.75491e+00 -2.09270e+00
 3.16229e-05 -1.26490e+05  4.75491e+00 -2.09547e+00
 3.18954e-05 -1.25410e+05  4.75491e+00 -2.09822e+00
 3.21701e-05 -1.24339e+05  4.75491e+00 -2.10095e+00
 3.24473e-05 -1.23277e+05  4.75491e+00 -2.10365e+00
 3.27268e-05 -1.22224e+05  4.75491e+00 -2.10632e+00
 3.30087e-05 -1.21180e+05  4.75491e+00 -2.10897e+00
 3.32931e-05 -1.20145e+05  4.75491e+00 -2.11160e+00
 3.35799e-05 -1.19119e+05  4.75491e+00 -2.11420e+00
 3.38692e-05 -1.18101e+05  4.75491e+00 -2.11678e+00
 3.41610e-05 -1.17093e+05  4.75491e+00 -2.11933e+00
 3.44552e-05 -1.16093e+05  4.75491e+00 -2.12186e+00
 3.47521e-05 -1.15101e+05  4.75491e+00 -2.12437e+00
 3.50514e-05 -1.14118e+05  4.75491e+00 -2.12685e+00
 3.53534e-05 -1.13143e+05  4.75491e+00 -2.12932e+00
 3.56580e-05 -1.12177e+05  4.75491e+00 -2.13176e+00
 3.59652e-05 -1.11219e+05  4.75491e+00 -2.13417e+00
 3.62750e-05 -1.10269e+05  4.75491e+00 -2.13657e+00
 3.65875e-05 -1.09327e+05  4.75491e+00 -2.13894e+00
